,VIN_110,County,City,State,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,Clean_Alternative_Fuel_Vehicle_CAFV_Eligibility,Electric_Range,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Electric_Utility,2020_Census_Tract,Latitude,Longitude
101,5UX43EU09R,KING,KENMORE,WA,98028,2024,BMW,X5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,46,256346912,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102.00,47.75892,-122.24369
102,5YJ3E1EB0J,KING,RENTON,WA,98059,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,11,154031720,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031913.00,47.48852,-122.15716
103,7SAYGDEE5S,SNOHOMISH,BOTHELL,WA,98012,2025,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,21,276392126,PUGET SOUND ENERGY INC,53061051927.00,47.83448,-122.21061
104,YV4BR0DMXL,KING,BELLEVUE,WA,98007,2020,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,19,0,48,104818430,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023201.00,47.61334,-122.12056
105,1C4JJXP66P,THURSTON,OLYMPIA,WA,98501,2023,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,22,220675367,PUGET SOUND ENERGY INC,53067010802.00,47.03954,-122.89165
106,7SAYGDEE8P,KING,KENT,WA,98042,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,47,252905901,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031708.00,47.33778,-122.09124
107,5YJSA1E22G,KING,KENMORE,WA,98028,2016,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,46,314737860,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101.00,47.75892,-122.24369
109,5YJ3E1EB2K,KING,SEATTLE,WA,98115,2019,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,46,141262649,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600.00,47.68156,-122.31676
110,5YJ3E1EC6M,SNOHOMISH,SNOHOMISH,WA,98290,2021,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,44,261633634,PUGET SOUND ENERGY INC,53061052401.00,47.91265,-122.09305
111,WBY43HD06S,KING,SEATTLE,WA,98178,2025,BMW,I4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,37,280103393,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011902.00,47.49461,-122.23825
112,5YJYGDEE5L,KING,RENTON,WA,98056,2020,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,41,137126923,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304.00,47.50006,-122.18050
113,JN1AZ0CP1C,KITSAP,BAINBRIDGE ISLAND,WA,98110,2012,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,23,128816089,PUGET SOUND ENERGY INC,53035090902.00,47.62728,-122.52100
114,1G1FX6S07H,THURSTON,TUMWATER,WA,98501,2017,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,348359490,PUGET SOUND ENERGY INC,53067011821.00,47.03954,-122.89165
115,JTJCJMGA1R,SNOHOMISH,STANWOOD,WA,98292,2024,LEXUS,RX,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,10,265774050,PUGET SOUND ENERGY INC,53061053202.00,48.24159,-122.37265
116,1N4AZ1CP7J,THURSTON,OLYMPIA,WA,98516,2018,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,22,103390374,PUGET SOUND ENERGY INC,53067012221.00,47.08149,-122.75103
117,5YJXCBE29G,KITSAP,POULSBO,WA,98370,2016,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,23,6406879,PUGET SOUND ENERGY INC,53035091100.00,47.73689,-122.64681
118,YV4ER3GM7R,THURSTON,YELM,WA,98597,2024,VOLVO,C40,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,2,278683275,PUGET SOUND ENERGY INC,53067012531.00,46.94239,-122.60735
119,5YJSA1E22H,KING,BELLEVUE,WA,98008,2017,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,48,187119978,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403.00,47.63131,-122.11867
120,1N4AZ0CP1F,KITSAP,POULSBO,WA,98370,2015,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,23,106727715,PUGET SOUND ENERGY INC,53035090501.00,47.73689,-122.64681
121,1G1FZ6S0XL,THURSTON,OLYMPIA,WA,98502,2020,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22,161355925,PUGET SOUND ENERGY INC,53067012001.00,47.03779,-122.92333
123,JTMABACA3P,SNOHOMISH,EDMONDS,WA,98026,2023,TOYOTA,BZ4X,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,21,244620855,PUGET SOUND ENERGY INC,53061050101.00,47.87166,-122.31768
124,1N4BZ1DP6L,KING,REDMOND,WA,98052,2020,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48,150330477,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022802.00,47.67858,-122.13158
125,5UXTA6C07P,SNOHOMISH,BOTHELL,WA,98012,2023,BMW,X5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,1,219586503,PUGET SOUND ENERGY INC,53061052009.00,47.83448,-122.21061
127,1C4RJXU68R,THURSTON,YELM,WA,98597,2024,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,2,257730574,PUGET SOUND ENERGY INC,53067012422.00,46.94239,-122.60735
128,2C4RC1L7XP,THURSTON,YELM,WA,98597,2023,CHRYSLER,PACIFICA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,2,255992950,PUGET SOUND ENERGY INC,53067012412.00,46.94239,-122.60735
129,5YJ3E1EA5L,KING,SEATTLE,WA,98109,2020,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,36,1941502,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006800.00,47.63824,-122.35022
130,5YJSA1E15G,KITSAP,BREMERTON,WA,98312,2016,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,35,273747106,PUGET SOUND ENERGY INC,53035080700.00,47.57192,-122.65223
131,1C4JJXR62N,SNOHOMISH,BOTHELL,WA,98012,2022,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,22,0,1,262480641,PUGET SOUND ENERGY INC,53061051934.00,47.83448,-122.21061
132,5UX43EU08S,YAKIMA,SELAH,WA,98942,2025,BMW,X5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,15,272616858,PACIFICORP,53077003200.00,46.65405,-120.53145
134,5YJSA1H20F,SNOHOMISH,LAKE STEVENS,WA,98258,2015,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,44,158195712,PUGET SOUND ENERGY INC,53061052506.00,48.01497,-122.06402
135,1G1RB6E49D,THURSTON,OLYMPIA,WA,98501,2013,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,259009096,PUGET SOUND ENERGY INC,53067010300.00,47.03954,-122.89165
136,WA1E2AFY7N,KING,SEATTLE,WA,98101,2022,AUDI,Q5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,22,0,43,202407068,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007302.00,47.61085,-122.34223
137,WBY1Z6C3XH,KING,BELLEVUE,WA,98008,2017,BMW,I3,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,48,246319314,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100.00,47.63131,-122.11867
138,1G1FX6S03H,SPOKANE,SPOKANE,WA,99203,2017,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,6,348704002,MODERN ELECTRIC WATER COMPANY,53063004200.00,47.63374,-117.39322
139,5YJ3E1EA2P,SNOHOMISH,EDMONDS,WA,98026,2023,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,32,271771790,PUGET SOUND ENERGY INC,53061050900.00,47.87166,-122.31768
141,1G1FY6S00L,SNOHOMISH,MONROE,WA,98272,2020,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,39,258454556,PUGET SOUND ENERGY INC,53061052203.00,47.85260,-121.98087
142,5YJSA1E28H,SNOHOMISH,EDMONDS,WA,98026,2017,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,21,301534215,PUGET SOUND ENERGY INC,53061050101.00,47.87166,-122.31768
144,3MW5P9J01M,SNOHOMISH,EDMONDS,WA,98026,2021,BMW,330E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,20,0,21,272994844,PUGET SOUND ENERGY INC,53061042005.00,47.87166,-122.31768
145,1FT6W3L74R,SNOHOMISH,LYNNWOOD,WA,98036,2024,FORD,F-150,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,1,274599188,PUGET SOUND ENERGY INC,53061051929.00,47.82557,-122.29245
146,KM8KMDAF4P,SNOHOMISH,LAKE STEVENS,WA,98258,2023,HYUNDAI,IONIQ 5,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,44,221237712,PUGET SOUND ENERGY INC,53061052607.00,48.01497,-122.06402
147,JTMCB3FV6R,THURSTON,YELM,WA,98597,2024,TOYOTA,RAV4 PRIME,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,2,270066044,PUGET SOUND ENERGY INC,53067012532.00,46.94239,-122.60735
149,WBY8P4C09L,KING,RENTON,WA,98059,2020,BMW,I3,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,11,259798220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602.00,47.48852,-122.15716
150,1G1RC6S5XG,KING,BELLEVUE,WA,98008,2016,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,48,107272392,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403.00,47.63131,-122.11867
151,7FCTGAAA5P,KITSAP,POULSBO,WA,98370,2023,RIVIAN,R1T,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,23,269788662,PUGET SOUND ENERGY INC,53035090400.00,47.73689,-122.64681
152,1FADP3R40D,THURSTON,TUMWATER,WA,98501,2013,FORD,FOCUS,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,35,230763249,PUGET SOUND ENERGY INC,53067011720.00,47.03954,-122.89165
153,1FADP3R41D,KING,SEATTLE,WA,98144,2013,FORD,FOCUS,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,37,159058350,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009400.00,47.57874,-122.30866
154,1FADP5CU8G,KITSAP,POULSBO,WA,98370,2016,FORD,C-MAX,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,19,0,23,181085327,PUGET SOUND ENERGY INC,53035090202.00,47.73689,-122.64681
156,WA124BGF5S,SNOHOMISH,MONROE,WA,98272,2025,AUDI,Q6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,39,276419363,PUGET SOUND ENERGY INC,53061052113.00,47.85260,-121.98087
157,5YJ3E1EB8K,KITSAP,BREMERTON,WA,98312,2019,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,35,177558020,PUGET SOUND ENERGY INC,53035080600.00,47.57192,-122.65223
158,KNDAEFS56R,KING,SHORELINE,WA,98177,2024,KIA,EV9,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,32,265328948,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800.00,47.72238,-122.36498
160,1G1RD6E43E,THURSTON,OLYMPIA,WA,98501,2014,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,219890254,PUGET SOUND ENERGY INC,53067010100.00,47.03954,-122.89165
161,5YJSA1H24F,KING,SEATTLE,WA,98199,2015,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,36,227091000,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600.00,47.65908,-122.40092
162,3FA6P0PU4G,KITSAP,POULSBO,WA,98370,2016,FORD,FUSION,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,19,0,23,310989647,PUGET SOUND ENERGY INC,53035090201.00,47.73689,-122.64681
165,1G1FZ6S05K,THURSTON,OLYMPIA,WA,98502,2019,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,2179768,PUGET SOUND ENERGY INC,53067012001.00,47.03779,-122.92333
166,7FCTGAAA6P,KITSAP,POULSBO,WA,98370,2023,RIVIAN,R1T,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,23,275514473,PUGET SOUND ENERGY INC,53035940100.00,47.73689,-122.64681
167,7SAYGDEF6N,KITSAP,BREMERTON,WA,98337,2022,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,26,239666521,PUGET SOUND ENERGY INC,53035080600.00,47.56500,-122.62749
168,5UX43EU00R,KITSAP,BAINBRIDGE ISLAND,WA,98110,2024,BMW,X5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,23,252308738,PUGET SOUND ENERGY INC,53035090901.00,47.62728,-122.52100
169,5YJ3E1EA0P,SNOHOMISH,BOTHELL,WA,98021,2023,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,1,261234655,PUGET SOUND ENERGY INC,53061051938.00,47.80310,-122.18384
170,1G1FW6S03H,KITTITAS,EASTON,WA,98925,2017,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,13,184994057,PUGET SOUND ENERGY INC,53037975101.00,47.23780,-121.17954
171,JTDKARFP1J,SKAGIT,ANACORTES,WA,98221,2018,TOYOTA,PRIUS PRIME,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,25,0,40,453939160,PUGET SOUND ENERGY INC,53057940700.00,48.51748,-122.61214
172,JN1AZ0CPXC,KING,AUBURN,WA,98092,2012,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,31,133041380,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031204.00,47.31990,-122.18210
173,1G1RA6E47D,SNOHOMISH,EVERETT,WA,98203,2013,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,38,246683006,PUGET SOUND ENERGY INC,53061041201.00,47.94949,-122.23019
174,5YJYGDEE0L,SNOHOMISH,EDMONDS,WA,98026,2020,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,21,109347108,PUGET SOUND ENERGY INC,53061050300.00,47.87166,-122.31768
175,WBY2Z6C51K,SNOHOMISH,MUKILTEO,WA,98275,2019,BMW,I8,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,17,0,21,274604732,PUGET SOUND ENERGY INC,53061042005.00,47.89908,-122.29196
176,1C4RJXR69R,SNOHOMISH,LAKE STEVENS,WA,98258,2024,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,44,276946078,PUGET SOUND ENERGY INC,53061052607.00,48.01497,-122.06402
178,YV4BR00L1M,KITSAP,PORT ORCHARD,WA,98366,2021,VOLVO,XC90,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,18,0,26,128577011,PUGET SOUND ENERGY INC,53035092600.00,47.54103,-122.63847
179,1G1RH6E48E,KING,RENTON,WA,98055,2014,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,33,107026377,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029305.00,47.43876,-122.19700
180,5YJSA1E14H,KING,KIRKLAND,WA,98034,2017,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,45,180652328,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005.00,47.72201,-122.22901
181,KNDC3DLC3P,WALLA WALLA,WALLA WALLA,WA,99362,2023,KIA,EV6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,16,237827138,PACIFICORP,53071920600.00,46.07068,-118.34261
182,WB523CF06R,KING,SAMMAMISH,WA,98075,2024,BMW,IX,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,263027264,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032213.00,47.61344,-122.03539
183,LPSED3KA7M,KING,SEATAC,WA,98148,2021,POLESTAR,PS2,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,233,0,33,271756775,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500.00,47.46233,-122.32863
184,1N4AZ0CP9D,KITSAP,POULSBO,WA,98370,2013,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,23,263375976,PUGET SOUND ENERGY INC,53035090400.00,47.73689,-122.64681
185,5YJ3E1EB5N,SNOHOMISH,BOTHELL,WA,98012,2022,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,1,195234819,PUGET SOUND ENERGY INC,53061052107.00,47.83448,-122.21061
187,7PDSGBBA4S,ISLAND,OAK HARBOR,WA,98277,2025,RIVIAN,R1S,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,10,273368532,PUGET SOUND ENERGY INC,53029970300.00,48.29077,-122.64682
188,JHMZC5F3XJ,KITSAP,POULSBO,WA,98370,2018,HONDA,CLARITY,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,23,475007977,PUGET SOUND ENERGY INC,53035090502.00,47.73689,-122.64681
189,KNDCE3LGXL,KITSAP,POULSBO,WA,98370,2020,KIA,NIRO,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,23,179170078,PUGET SOUND ENERGY INC,53035090201.00,47.73689,-122.64681
190,1FADP3R4XG,KING,SHORELINE,WA,98133,2016,FORD,FOCUS,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,32,226152,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020301.00,47.71871,-122.35029
191,5YJSA1E25G,KING,SEATTLE,WA,98121,2016,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,36,348429084,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008002.00,47.61578,-122.34468
192,5YJSA1E23H,THURSTON,OLYMPIA,WA,98506,2017,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,22,260720386,PUGET SOUND ENERGY INC,53067010200.00,47.05997,-122.87741
193,KM8K53AG7L,SNOHOMISH,LAKE STEVENS,WA,98258,2020,HYUNDAI,KONA,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,44,249980538,PUGET SOUND ENERGY INC,53061052607.00,48.01497,-122.06402
194,5YJSA1H26F,CLARK,VANCOUVER,WA,98684,2015,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,17,6743691,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041319.00,45.63701,-122.48723
195,KNDCM3LD0J,THURSTON,OLYMPIA,WA,98501,2018,KIA,NIRO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,26,0,22,198488951,PUGET SOUND ENERGY INC,53067011721.00,47.03954,-122.89165
196,5YJYGDEE9M,SNOHOMISH,BOTHELL,WA,98021,2021,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,1,153892070,PUGET SOUND ENERGY INC,53061051937.00,47.80310,-122.18384
197,5YJ3E1EB1J,THURSTON,OLYMPIA,WA,98502,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,451287574,PUGET SOUND ENERGY INC,53067011100.00,47.03779,-122.92333
198,1C4JJXP64P,SKAGIT,MOUNT VERNON,WA,98273,2023,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,10,229801694,PUGET SOUND ENERGY INC,53057952100.00,48.41644,-122.33891
200,YV4BR00KXM,KING,FALL CITY,WA,98024,2021,VOLVO,XC90,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,18,0,5,272643619,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032601.00,47.56812,-121.89086
201,W1N9M0CB4R,SNOHOMISH,SNOHOMISH,WA,98296,2024,MERCEDES-BENZ,EQB-CLASS,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,44,275859972,PUGET SOUND ENERGY INC,53061052122.00,47.87115,-122.13890
202,1G1FW6S04J,DOUGLAS,EAST WENATCHEE,WA,98802,2018,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,12,113001535,PUD NO 1 OF DOUGLAS COUNTY,53017950800.00,47.41515,-120.29473
203,1C4JJXP69M,WHITMAN,PULLMAN,WA,99163,2021,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,25,0,9,256323126,AVISTA CORP,53075000602.00,46.73015,-117.18147
204,1G1FZ6S02L,SNOHOMISH,EVERETT,WA,98203,2020,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,38,150413525,PUGET SOUND ENERGY INC,53061041201.00,47.94949,-122.23019
205,1FTVW1EV1P,KITSAP,POULSBO,WA,98370,2023,FORD,F-150,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,23,229720256,PUGET SOUND ENERGY INC,53035090501.00,47.73689,-122.64681
207,1C4RJXP6XR,THURSTON,YELM,WA,98597,2024,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,2,274961543,PUGET SOUND ENERGY INC,53067012412.00,46.94239,-122.60735
208,5YJ3E1EAXJ,KING,SAMMAMISH,WA,98074,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,181865064,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318.00,47.60326,-122.02054
209,1N4BZ0CPXH,THURSTON,OLYMPIA,WA,98501,2017,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,22,477937645,PUGET SOUND ENERGY INC,53067010100.00,47.03954,-122.89165
210,WA1E2AFYXM,KING,SEATTLE,WA,98112,2021,AUDI,Q5 E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,18,0,43,152594438,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.00,47.64085,-122.30207
211,YV4H60CN2P,SNOHOMISH,BOTHELL,WA,98021,2023,VOLVO,XC90,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,1,228505259,PUGET SOUND ENERGY INC,53061051938.00,47.80310,-122.18384
213,WBY83FB07R,SNOHOMISH,BOTHELL,WA,98012,2024,BMW,I4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,1,276368508,PUGET SOUND ENERGY INC,53061051933.00,47.83448,-122.21061
214,5YJYGAEE9M,SNOHOMISH,LYNNWOOD,WA,98036,2021,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,1,161806830,PUGET SOUND ENERGY INC,53061051916.00,47.82557,-122.29245
215,5YJYGDEF8L,KING,SEATTLE,WA,98134,2020,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,11,202885203,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300.00,47.58616,-122.32741
